../Datasets/TotalCapture-Toolbox/data/images/s_02_act_03_subact_01_ca_07/001771.jpg,[2292.28724061  760.76028507],3.668234787591564,"[224, 224]",0,[1925  393],[2659 1127],152,"(1925, 1920)","(393, 1080)","(0, -5)","(0, 687)"
../Datasets/TotalCapture-Toolbox/data/images/s_03_act_03_subact_02_ca_02/001723.jpg,[-543.99720704  653.11776087],4.644464672136175,"[224, 224]",0,[-1008   188],[ -79 1117],192,"(0, -79)","(188, 1080)","(1008, 929)","(0, 892)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_02/003183.jpg,[-624.85388023  649.63827856],3.223713631232276,"[224, 224]",0,[-947  327],[-302  972],133,"(0, -302)","(327, 972)","(947, 645)","(0, 645)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_02/001744.jpg,[-520.3957244   739.65037639],4.321859195744532,"[224, 224]",0,[-952  307],[ -88 1171],178,"(0, -88)","(307, 1080)","(952, 864)","(0, 773)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_05/003303.jpg,[3208.30705805  945.40733092],5.0839734508976395,"[224, 224]",0,[2699  437],[3716 1453],210,"(2699, 1920)","(437, 1080)","(0, -779)","(0, 643)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_02/001475.jpg,[-428.27909832  618.35687116],3.008786899784155,"[224, 224]",0,[-729  317],[-127  919],124,"(0, -127)","(317, 919)","(729, 602)","(0, 602)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_02/000633.jpg,[-898.19503093  693.26026759],3.714859204452654,"[224, 224]",0,[-1269   321],[-526 1064],153,"(0, -526)","(321, 1064)","(1269, 743)","(0, 743)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_05/003319.jpg,[3324.59880689  950.59591387],5.504566171491397,"[224, 224]",0,[2774  400],[3875 1501],228,"(2774, 1920)","(400, 1080)","(0, -854)","(0, 680)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_02/000568.jpg,[-330.3720486  545.0514779],2.8236295839417136,"[224, 224]",0,[-612  262],[-48 827],116,"(0, -48)","(262, 827)","(612, 564)","(0, 565)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_02/001396.jpg,[-1103.13190324   813.56439563],3.62135915056664,"[224, 224]",-4.03372482962274,[-1615   301],[-590 1325],150,"(0, -590)","(301, 1080)","(1615, 1025)","(0, 779)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_06/002751.jpg,[-299.95110735  536.69605065],2.4475036561825023,"[224, 224]",0,[-544  291],[-55 781],101,"(0, -55)","(291, 781)","(544, 489)","(0, 490)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_02/002513.jpg,[-830.8694179   686.96932059],3.3868511822096763,"[224, 224]",0,[-1169   348],[-492 1025],140,"(0, -492)","(348, 1025)","(1169, 677)","(0, 677)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_03/001669.jpg,[2334.94632866  479.75658024],3.9920266197321865,"[224, 224]",0,[1935   80],[2734  878],165,"(1935, 1920)","(80, 878)","(0, -15)","(0, 798)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_02/003248.jpg,[-1606.37112649  1006.58049123],5.018708146995515,"[224, 224]",0,[-2108   504],[-1104  1508],207,"(0, -1104)","(504, 1080)","(2108, 1004)","(0, 576)"
../Datasets/TotalCapture-Toolbox/data/images/s_02_act_03_subact_01_ca_02/000597.jpg,[-717.08721626  720.36632043],4.74658118616119,"[224, 224]",0,[-1191   245],[-242 1195],196,"(0, -242)","(245, 1080)","(1191, 949)","(0, 835)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_07/001546.jpg,[2356.46866228  580.66041303],2.437988817890497,"[224, 224]",0,[2112  336],[2600  824],101,"(2112, 1920)","(336, 824)","(0, -192)","(0, 488)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_02/000714.jpg,[-1542.85119733  1041.10803807],6.762515010545586,"[224, 224]",0,[-2219   364],[-866 1717],280,"(0, -866)","(364, 1080)","(2219, 1353)","(0, 716)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_01_ca_02/001421.jpg,[-751.70419199  804.32690299],4.5758361153274665,"[224, 224]",0,[-1209   346],[-294 1261],189,"(0, -294)","(346, 1080)","(1209, 915)","(0, 734)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_02/000613.jpg,[-424.39077789  530.04679807],2.585384981091773,"[224, 224]",-21.429546489444036,[-789  164],[-58 895],107,"(0, -58)","(164, 895)","(789, 731)","(0, 731)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_02/001609.jpg,[-883.63118802  627.55999288],4.293733323298126,"[224, 224]",-21.384108310392637,[-1491    20],[-276 1234],178,"(0, -276)","(20, 1080)","(1491, 1215)","(0, 1060)"
../Datasets/TotalCapture-Toolbox/data/images/s_03_act_02_subact_01_ca_02/001646.jpg,[-1124.81544315  1079.87651464],7.7490462492737935,"[224, 224]",0,[-1899   304],[-349 1854],321,"(0, -349)","(304, 1080)","(1899, 1550)","(0, 776)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_06/002659.jpg,[-490.023744    681.89623515],3.6556734797463037,"[224, 224]",0,[-855  316],[-124 1047],151,"(0, -124)","(316, 1047)","(855, 731)","(0, 731)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_01_ca_02/002130.jpg,[-450.73715231  717.88025482],3.8722430009829103,"[224, 224]",0,[-837  330],[ -63 1105],160,"(0, -63)","(330, 1080)","(837, 774)","(0, 750)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_02_subact_03_ca_02/000754.jpg,[-1276.62856317  1127.51913214],6.5991784314849165,"[224, 224]",0,[-1936   467],[-616 1787],273,"(0, -616)","(467, 1080)","(1936, 1320)","(0, 613)"
../Datasets/TotalCapture-Toolbox/data/images/s_03_act_02_subact_01_ca_02/001658.jpg,[-1024.14559245  1073.84014056],5.131460670439969,"[224, 224]",-3.8161563212490686,[-1749   348],[-298 1798],212,"(0, -298)","(348, 1080)","(1749, 1451)","(0, 732)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_05_subact_02_ca_02/001798.jpg,[-566.7835409   746.93383447],3.643048587482906,"[224, 224]",0,[-931  382],[-202 1111],150,"(0, -202)","(382, 1080)","(931, 729)","(0, 698)"
../Datasets/TotalCapture-Toolbox/data/images/s_03_act_02_subact_01_ca_02/000757.jpg,[-373.64237107  546.90992424],2.294589830116578,"[224, 224]",0,[-603  317],[-144  776],95,"(0, -144)","(317, 776)","(603, 459)","(0, 459)"
../Datasets/TotalCapture-Toolbox/data/images/s_03_act_02_subact_01_ca_02/003048.jpg,[-887.29737964  803.08874289],4.500487265583228,"[224, 224]",15.61485945406808,[-1523   167],[-251 1439],186,"(0, -251)","(167, 1080)","(1523, 1272)","(0, 913)"
../Datasets/TotalCapture-Toolbox/data/images/s_01_act_03_subact_02_ca_02/001600.jpg,[-901.48141095  614.78934595],3.7285640566109755,"[224, 224]",0,[-1274   241],[-528  987],154,"(0, -528)","(241, 987)","(1274, 746)","(0, 746)"
